Gene stable ID,Gene name,Mouse gene name,Mouse gene stable ID,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Gene-order conservation score
ENSG00000186645,SPDYE17,Spdye4a,ENSMUSG00000039296,ortholog_many2many,0,0
ENSG00000186645,SPDYE17,Spdye4b,ENSMUSG00000029586,ortholog_many2many,0,0
ENSG00000205482,SPDYE18,Spdye4a,ENSMUSG00000039296,ortholog_many2many,0,0
ENSG00000205482,SPDYE18,Spdye4b,ENSMUSG00000029586,ortholog_many2many,0,0
ENSG00000136206,SPDYE1,Spdye4a,ENSMUSG00000039296,ortholog_many2many,0,0
ENSG00000136206,SPDYE1,Spdye4b,ENSMUSG00000029586,ortholog_many2many,0,0
ENSG00000065060,BLTP3A,Bltp3a,ENSMUSG00000039512,ortholog_one2one,1,100
ENSG00000234917,,,,,,
ENSG00000065978,YBX1,Ybx1,ENSMUSG00000028639,ortholog_one2one,1,100
ENSG00000206717,Y_RNA,,,,,
ENSG00000259122,TVP23BP1,,,,,
ENSG00000232258,TMEM114,Tmem114,ENSMUSG00000022715,ortholog_one2one,1,100
ENSG00000064999,ANKS1A,Anks1,ENSMUSG00000024219,ortholog_one2one,1,100
ENSG00000228740,GABRG3-AS1,,,,,
ENSG00000106290,TAF6,Taf6,ENSMUSG00000036980,ortholog_one2one,1,100
ENSG00000214254,,,,,,
ENSG00000135929,CYP27A1,Cyp27a1,ENSMUSG00000026170,ortholog_one2one,1,100
ENSG00000200326,RNA5SP391,,,,,
ENSG00000003987,MTMR7,Mtmr7,ENSMUSG00000039431,ortholog_one2one,1,100
ENSG00000140519,RHCG,Rhcg,ENSMUSG00000030549,ortholog_one2one,1,100
ENSG00000103034,NDRG4,Ndrg4,ENSMUSG00000036564,ortholog_one2one,1,100
ENSG00000289459,,,,,,
ENSG00000287750,LINC03026,,,,,
ENSG00000264647,,,,,,
ENSG00000264007,,,,,,
ENSG00000263370,,,,,,
ENSG00000230246,SPATA31C1,Spata31,ENSMUSG00000056223,ortholog_one2many,0,0
ENSG00000222858,RNU6-920P,Gm26206,ENSMUSG00000064842,ortholog_one2one,0,
ENSG00000265625,,,,,,
ENSG00000240531,RPL21P123,,,,,
ENSG00000086062,B4GALT1,B4galt1,ENSMUSG00000028413,ortholog_one2one,1,100
ENSG00000173065,FAM222B,Fam222b,ENSMUSG00000037750,ortholog_one2one,1,100
ENSG00000286154,,,,,,
ENSG00000272555,,,,,,
ENSG00000283639,MIR9500,,,,,
ENSG00000278752,,,,,,
ENSG00000232625,RPL23AP31,,,,,
ENSG00000263828,MIR4439,,,,,
ENSG00000174325,DIRC1,,,,,
ENSG00000166024,R3HCC1L,R3hcc1l,ENSMUSG00000025184,ortholog_one2one,1,100
ENSG00000252250,Y_RNA,,,,,
ENSG00000240197,,,,,,
ENSG00000276758,,,,,,
ENSG00000251431,,,,,,
ENSG00000169599,NFU1,Nfu1,ENSMUSG00000029993,ortholog_one2one,1,100
ENSG00000285077,ARHGAP11B,Arhgap11a,ENSMUSG00000041219,ortholog_one2many,0,0
ENSG00000234436,,,,,,
ENSG00000187116,LILRA5,Pira12,ENSMUSG00000074417,ortholog_many2many,0,100
ENSG00000187116,LILRA5,Lilra5,ENSMUSG00000070873,ortholog_many2many,0,0
ENSG00000187116,LILRA5,Pira2,ENSMUSG00000089942,ortholog_many2many,0,100
ENSG00000187116,LILRA5,Pirb,ENSMUSG00000058818,ortholog_many2many,0,100
ENSG00000187116,LILRA5,Pira13,ENSMUSG00000074419,ortholog_many2many,0,100
ENSG00000187116,LILRA5,Pira1,ENSMUSG00000081665,ortholog_many2many,0,100
ENSG00000187116,LILRA5,Lilra6,ENSMUSG00000030427,ortholog_many2many,0,100
ENSG00000187116,LILRA5,Lilrb4a,ENSMUSG00000112148,ortholog_many2many,0,0
ENSG00000187116,LILRA5,Lilrb4b,ENSMUSG00000112023,ortholog_many2many,0,0
ENSG00000284364,MIR6824,,,,,
ENSG00000008300,CELSR3,Celsr3,ENSMUSG00000023473,ortholog_one2one,1,100
ENSG00000233554,B4GALT1-AS1,,,,,
ENSG00000290886,,,,,,
ENSG00000214607,ADAM24P,,,,,
ENSG00000003989,SLC7A2,Slc7a2,ENSMUSG00000031596,ortholog_one2one,1,100
ENSG00000252224,RNU4ATAC15P,,,,,
ENSG00000140521,POLG,Polg,ENSMUSG00000039176,ortholog_one2one,1,100
ENSG00000122711,SPINK4,Spink4,ENSMUSG00000028415,ortholog_one2one,1,100
ENSG00000245954,LINC02273,,,,,
ENSG00000107262,BAG1,Bag1,ENSMUSG00000028416,ortholog_one2one,1,100
ENSG00000287504,,,,,,
ENSG00000250706,,,,,,
ENSG00000275210,,,,,,
ENSG00000251377,,,,,,
ENSG00000249654,VN1R104P,,,,,
ENSG00000164007,CLDN19,Cldn19,ENSMUSG00000066058,ortholog_one2one,1,100
ENSG00000250507,,,,,,
ENSG00000239961,LILRA4,Pira12,ENSMUSG00000074417,ortholog_many2many,0,100
ENSG00000239961,LILRA4,Lilra5,ENSMUSG00000070873,ortholog_many2many,0,0
ENSG00000239961,LILRA4,Pira2,ENSMUSG00000089942,ortholog_many2many,0,100
ENSG00000239961,LILRA4,Pirb,ENSMUSG00000058818,ortholog_many2many,0,100
ENSG00000239961,LILRA4,Pira13,ENSMUSG00000074419,ortholog_many2many,0,100
ENSG00000239961,LILRA4,Pira1,ENSMUSG00000081665,ortholog_many2many,0,100
ENSG00000239961,LILRA4,Lilra6,ENSMUSG00000030427,ortholog_many2many,0,100
ENSG00000239961,LILRA4,Lilrb4a,ENSMUSG00000112148,ortholog_many2many,0,0
ENSG00000239961,LILRA4,Lilrb4b,ENSMUSG00000112023,ortholog_many2many,0,0
ENSG00000244544,RN7SL446P,,,,,
ENSG00000270302,,,,,,
ENSG00000270883,,,,,,
ENSG00000109670,FBXW7,Fbxw7,ENSMUSG00000028086,ortholog_one2one,1,100
ENSG00000179761,PIPOX,Pipox,ENSMUSG00000017453,ortholog_one2one,1,100
ENSG00000117385,P3H1,P3h1,ENSMUSG00000028641,ortholog_one2one,1,100
ENSG00000187762,HSPE1P11,,,,,
ENSG00000287261,HPS1-AS1,,,,,
ENSG00000286550,,,,,,
ENSG00000273870,,,,,,
ENSG00000167613,LAIR1,Lair1,ENSMUSG00000055541,ortholog_one2one,0,100
ENSG00000172987,HPSE2,Hpse2,ENSMUSG00000074852,ortholog_one2one,1,100
ENSG00000124678,TCP11,Tcp11,ENSMUSG00000062859,ortholog_one2one,1,100
ENSG00000284575,MIR4793,,,,,
ENSG00000213672,NCKIPSD,Nckipsd,ENSMUSG00000032598,ortholog_one2one,1,100
ENSG00000291307,POLGARF,,,,,
ENSG00000261652,PIERCE2,Pierce2,ENSMUSG00000086158,ortholog_one2one,1,100
ENSG00000086065,CHMP5,Chmp5,ENSMUSG00000028419,ortholog_one2one,1,100
ENSG00000244236,RN7SL604P,,,,,
ENSG00000207016,SNORA36C,,,,,
ENSG00000172349,IL16,Il16,ENSMUSG00000001741,ortholog_one2one,1,100
ENSG00000232228,RPL36AP16,,,,,
ENSG00000229948,B3GALNT1P1,,,,,
ENSG00000274056,MIR6507,,,,,
ENSG00000236818,ARL5AP2,,,,,
ENSG00000234109,RPL7P36,,,,,
ENSG00000224934,GOT1-DT,,,,,
ENSG00000263613,,,,,,
ENSG00000238007,,,,,,
ENSG00000263781,,,,,,
ENSG00000231024,,,,,,
ENSG00000263709,,,,,,
ENSG00000115568,ZNF142,Zfp142,ENSMUSG00000026135,ortholog_one2one,1,100
ENSG00000200544,Y_RNA,,,,,
ENSG00000137076,TLN1,Tln1,ENSMUSG00000028465,ortholog_one2one,1,100
ENSG00000260475,SLC25A28-DT,,,,,
ENSG00000023839,ABCC2,Abcc2,ENSMUSG00000025194,ortholog_one2one,1,75
ENSG00000108387,SEPTIN4,,,,,
ENSG00000188760,TMEM198,Tmem198,ENSMUSG00000051703,ortholog_one2one,1,100
ENSG00000228452,C1orf50-AS1,,,,,
ENSG00000198885,ITPRIPL1,Itpripl1,ENSMUSG00000074825,ortholog_one2one,1,75
ENSG00000270751,FBXW7-AS1,,,,,
ENSG00000001460,STPG1,Stpg1,ENSMUSG00000028801,ortholog_one2one,1,100
ENSG00000228350,LINC02585,,,,,
ENSG00000287555,,,,,,
ENSG00000271973,,,,,,
ENSG00000264678,MIR3140,,,,,
ENSG00000268471,MIR4453HG,,,,,
ENSG00000283792,MIR4453,,,,,
ENSG00000243417,RPS3AP18,,,,,
ENSG00000240669,,,,,,
ENSG00000248571,,,,,,
ENSG00000279271,,,,,,
ENSG00000068745,IP6K2,Ip6k2,ENSMUSG00000032599,ortholog_one2one,1,100
ENSG00000169989,TIGD4,Tigd4,ENSMUSG00000047819,ortholog_one2one,1,100
ENSG00000280453,,,,,,
ENSG00000163040,CCDC74A,Ccdc74a,ENSMUSG00000041617,ortholog_one2many,1,0
ENSG00000279903,SLC7A2-IT1,,,,,
ENSG00000279932,,,,,,
ENSG00000104213,PDGFRL,Pdgfrl,ENSMUSG00000031595,ortholog_one2one,1,100
ENSG00000145248,SLC10A4,Slc10a4,ENSMUSG00000029219,ortholog_one2many,1,100
ENSG00000145248,SLC10A4,Slc10a4-ps,ENSMUSG00000060204,ortholog_one2many,0,25
ENSG00000182223,ZAR1,Zar1,ENSMUSG00000063935,ortholog_one2one,0,25
ENSG00000277466,,,,,,
ENSG00000287303,,,,,,
ENSG00000254285,KRT8P3,,,,,
ENSG00000222898,RN7SKP97,,,,,
ENSG00000264408,MIR4470,,,,,
ENSG00000251127,,,,,,
ENSG00000075539,FRYL,Fryl,ENSMUSG00000070733,ortholog_one2one,1,100
ENSG00000198363,ASPH,Asph,ENSMUSG00000028207,ortholog_one2one,1,50
ENSG00000107554,DNMBP,Dnmbp,ENSMUSG00000025195,ortholog_one2one,1,100
ENSG00000237955,,,,,,
ENSG00000167614,TTYH1,Ttyh1,ENSMUSG00000030428,ortholog_one2one,1,100
ENSG00000280311,,,,,,
ENSG00000176894,PXMP2,Pxmp2,ENSMUSG00000029499,ortholog_one2one,1,100
ENSG00000001461,NIPAL3,Nipal3,ENSMUSG00000028803,ortholog_one2one,1,100
ENSG00000258643,BCL2L2-PABPN1,,,,,
ENSG00000180264,ADGRD2,,,,,
ENSG00000198752,CDC42BPB,Cdc42bpb,ENSMUSG00000021279,ortholog_one2one,1,100
ENSG00000222038,POTEJ,,,,,
ENSG00000256632,,,,,,
ENSG00000201469,RNA5SP379,,,,,
ENSG00000256108,,,,,,
ENSG00000112787,FBRSL1,Fbrsl1,ENSMUSG00000043323,ortholog_one2one,1,100
ENSG00000204634,TBC1D8,Tbc1d8,ENSMUSG00000003134,ortholog_one2one,1,100
ENSG00000227695,DNMBP-AS1,,,,,
ENSG00000114270,COL7A1,,,,,
ENSG00000120054,CPN1,Cpn1,ENSMUSG00000025196,ortholog_one2one,1,100
ENSG00000136811,ODF2,Odf2,ENSMUSG00000026790,ortholog_one2one,1,100
ENSG00000283232,CYP2C23P,,,,,
ENSG00000286061,RCAN3AS,,,,,
ENSG00000232230,TPM4P1,,,,,
ENSG00000270623,SPCS2P2,,,,,
ENSG00000107566,ERLIN1,Erlin1,ENSMUSG00000025198,ortholog_one2one,1,100
ENSG00000117602,RCAN3,Rcan3,ENSMUSG00000059713,ortholog_one2one,1,100
ENSG00000287342,,,,,,
ENSG00000289840,,,,,,
ENSG00000249574,,,,,,
ENSG00000251393,,,,,,
ENSG00000286710,,,,,,
ENSG00000289844,,,,,,
ENSG00000136315,RNASE2CP,,,,,
ENSG00000163013,FBXO41,Fbxo41,ENSMUSG00000047013,ortholog_one2one,1,100
ENSG00000286764,,,,,,
ENSG00000229014,RPL30P13,,,,,
ENSG00000234471,,,,,,
ENSG00000229380,PRKAR1B-AS2,,,,,
ENSG00000260943,LINC02555,,,,,
ENSG00000225342,LRRK2-DT,,,,,
ENSG00000258342,,,,,,
ENSG00000270196,GTF3C6P3,,,,,
ENSG00000176532,PRR15,Prr15,ENSMUSG00000045725,ortholog_one2one,1,100
ENSG00000257296,,,,,,
ENSG00000258073,,,,,,
ENSG00000227407,,,,,,
ENSG00000268496,,,,,,
ENSG00000231738,TSPAN19,,,,,
ENSG00000269873,,,,,,
ENSG00000223437,TMSB4XP3,,,,,
ENSG00000267838,,,,,,
ENSG00000235681,,,,,,
ENSG00000275183,LENG9,Leng9,ENSMUSG00000043432,ortholog_one2one,1,100
ENSG00000167617,CDC42EP5,Cdc42ep5,ENSMUSG00000063838,ortholog_one2one,1,100
ENSG00000282885,,,,,,
ENSG00000212024,MIR550A3,,,,,
ENSG00000287249,,,,,,
ENSG00000236592,S100A11P2,,,,,
ENSG00000164532,TBX20,Tbx20,ENSMUSG00000031965,ortholog_one2one,1,100
ENSG00000289862,,,,,,
ENSG00000273565,,,,,,
ENSG00000289424,,,,,,
ENSG00000289347,,,,,,
ENSG00000268866,,,,,,
ENSG00000289903,,,,,,
ENSG00000268201,,,,,,
ENSG00000271780,,,,,,
ENSG00000278129,ZNF8,Zfp128,ENSMUSG00000060397,ortholog_one2one,1,75
ENSG00000258884,LINC02321,,,,,
ENSG00000289918,,,,,,
ENSG00000284959,,,,,,
ENSG00000213341,CHUK,Chuk,ENSMUSG00000025199,ortholog_one2one,1,100
ENSG00000226063,,,,,,
ENSG00000259687,LINC01220,,,,,
ENSG00000263001,GTF2I,Gtf2i,ENSMUSG00000060261,ortholog_one2one,1,100
ENSG00000258902,,,,,,
ENSG00000198131,ZNF544,,,,,
ENSG00000154518,ATP5MC3,Atp5mc3,ENSMUSG00000018770,ortholog_one2one,1,100
ENSG00000264443,NCMAP-DT,,,,,
ENSG00000289340,,,,,,
ENSG00000166598,HSP90B1,Hsp90b1,ENSMUSG00000020048,ortholog_one2one,1,50
ENSG00000289278,,,,,,
ENSG00000258460,,,,,,
ENSG00000184454,NCMAP,Ncmap,ENSMUSG00000043924,ortholog_one2one,1,100
ENSG00000230805,,,,,,
ENSG00000227312,,,,,,
ENSG00000239106,Y_RNA,,,,,
ENSG00000286931,,,,,,
ENSG00000232653,GOLGA8N,Golga2,ENSMUSG00000002546,ortholog_one2many,0,0
ENSG00000257556,LINC02298,,,,,
ENSG00000116539,ASH1L,Ash1l,ENSMUSG00000028053,ortholog_one2one,1,100
ENSG00000260830,,,,,,
ENSG00000214900,LINC01588,,,,,
ENSG00000187514,PTMA,,,,,
ENSG00000259564,,,,,,
ENSG00000129003,VPS13C,Vps13c,ENSMUSG00000035284,ortholog_one2one,1,100
ENSG00000236308,,,,,,
ENSG00000227492,CHUK-DT,,,,,
ENSG00000095485,CWF19L1,Cwf19l1,ENSMUSG00000025200,ortholog_one2one,1,100
ENSG00000254298,,,,,,
ENSG00000285420,PDGFRL2P,,,,,
ENSG00000198624,CCDC69,Ccdc69,ENSMUSG00000049588,ortholog_one2one,0,100
ENSG00000267599,LINC02959,,,,,
ENSG00000267407,LINC02841,,,,,
ENSG00000261400,,,,,,
ENSG00000267465,THEG5,,,,,
ENSG00000212464,SNORA12,Gm24336,ENSMUSG00000077391,ortholog_one2one,1,
ENSG00000230224,PHB1P9,,,,,
ENSG00000207362,RNU6-422P,Gm55761,ENSMUSG00002074989,ortholog_one2many,0,
ENSG00000258649,,,,,,
ENSG00000196743,GM2A,Gm2a,ENSMUSG00000000594,ortholog_one2one,1,100
ENSG00000196072,BLOC1S2,Bloc1s2,ENSMUSG00000057506,ortholog_one2one,1,100
ENSG00000258743,LINC02301,,,,,
ENSG00000186334,SLC36A3,Slc36a3,ENSMUSG00000049491,ortholog_one2one,1,100
ENSG00000251722,RNU5E-3P,,,,,
ENSG00000245213,GALNT7-DT,,,,,
ENSG00000259065,MIDEAS-AS1,,,,,
ENSG00000259097,,,,,,
ENSG00000187621,TCL6,,,,,
ENSG00000241652,RN7SL253P,Gm24514,ENSMUSG00000092702,ortholog_one2one,0,
ENSG00000109586,GALNT7,Galnt7,ENSMUSG00000031608,ortholog_one2one,1,100
ENSG00000267815,,,,,,
ENSG00000131398,KCNC3,Kcnc3,ENSMUSG00000062785,ortholog_one2one,1,75
ENSG00000131737,KRT34,Krt34,ENSMUSG00000043485,ortholog_one2one,1,100
ENSG00000107593,PKD2L1,Pkd2l1,ENSMUSG00000037578,ortholog_one2one,1,100
ENSG00000186335,SLC36A2,Slc36a2,ENSMUSG00000020264,ortholog_one2one,1,100
ENSG00000182534,MXRA7,,,,,
ENSG00000131408,NR1H2,Nr1h2,ENSMUSG00000060601,ortholog_one2one,1,100
ENSG00000123992,DNPEP,Dnpep,ENSMUSG00000026209,ortholog_one2one,1,100
ENSG00000270382,,,,,,
ENSG00000096092,TMEM14A,Tmem14a,ENSMUSG00000025933,ortholog_one2one,1,50
ENSG00000290017,,,,,,
ENSG00000289979,,,,,,
ENSG00000288728,,,,,,
ENSG00000288044,,,,,,
ENSG00000220377,GSTA8P,,,,,
ENSG00000272870,SAP30-DT,,,,,
ENSG00000271227,SREK1IP1P2,,,,,
ENSG00000246084,LINC02325,,,,,
ENSG00000237674,GSTA7P,,,,,
ENSG00000244067,GSTA2,,,,,
ENSG00000270904,ATP6V1G1P5,,,,,
ENSG00000253472,,,,,,
ENSG00000271494,,,,,,
ENSG00000200227,RNA5SP197,,,,,
ENSG00000286039,,,,,,
ENSG00000196923,PDLIM7,Pdlim7,ENSMUSG00000021493,ortholog_one2one,1,100
ENSG00000175866,BAIAP2,Baiap2,ENSMUSG00000025372,ortholog_one2one,1,100
ENSG00000288776,,,,,,
ENSG00000217228,GSTA12P,,,,,
ENSG00000230845,GSTA10P,,,,,
ENSG00000258526,,,,,,
ENSG00000237125,HAND2-AS1,,,,,
ENSG00000197442,MAP3K5,Map3k5,ENSMUSG00000071369,ortholog_one2one,1,100
ENSG00000231188,,,,,,
ENSG00000099194,SCD,Scd4,ENSMUSG00000050195,ortholog_one2many,1,100
ENSG00000099194,SCD,Scd2,ENSMUSG00000025203,ortholog_one2many,1,100
ENSG00000259070,LINC00639,,,,,
ENSG00000289301,,,,,,
ENSG00000235823,OLMALINC,,,,,
ENSG00000250135,,,,,,
ENSG00000084652,TXLNA,Txlna,ENSMUSG00000053841,ortholog_one2one,1,100
ENSG00000212325,Y_RNA,,,,,
ENSG00000227271,RPL39P25,,,,,
ENSG00000233313,HMGA1P5,,,,,
ENSG00000270087,,,,,,
ENSG00000223428,,,,,,
ENSG00000236797,SPA17P1,,,,,
ENSG00000165655,ZNF503,Zfp503,ENSMUSG00000039081,ortholog_one2one,1,100
ENSG00000258733,LINC02328,,,,,
ENSG00000075975,MKRN2,Mkrn2,ENSMUSG00000000439,ortholog_one2one,1,100
ENSG00000023892,DEF6,Def6,ENSMUSG00000002257,ortholog_one2one,1,100
ENSG00000237149,ZNF503-AS2,,,,,
ENSG00000235706,DICER1-AS1,,,,,
ENSG00000284503,MIR3652,,,,,
ENSG00000224066,,,,,,
ENSG00000204954,UQCC6,,,,,
ENSG00000273248,,,,,,
ENSG00000272692,,,,,,
ENSG00000160051,IQCC,Iqcc,ENSMUSG00000040795,ortholog_one2one,0,100
ENSG00000236842,,,,,,
ENSG00000172667,ZMAT3,Zmat3,ENSMUSG00000027663,ortholog_one2one,1,50
ENSG00000148655,LRMDA,Lrmda,ENSMUSG00000063458,ortholog_one2one,1,100
ENSG00000289137,,,,,,
ENSG00000220721,OR1F12P,,,,,
ENSG00000247092,SNHG10,,,,,
ENSG00000112039,FANCE,Fance,ENSMUSG00000007570,ortholog_one2one,1,100
ENSG00000183615,FAM167B,Fam167b,ENSMUSG00000050493,ortholog_one2one,1,100
ENSG00000277617,Metazoa_SRP,,,,,
ENSG00000252450,Y_RNA,,,,,
ENSG00000274015,,,,,,
ENSG00000116478,HDAC1,Hdac1,ENSMUSG00000028800,ortholog_one2one,1,100
ENSG00000215256,DHRS4-AS1,,,,,
ENSG00000139372,TDG,Tdg,ENSMUSG00000034674,ortholog_one2one,1,50
ENSG00000279814,,,,,,
ENSG00000207583,MIR606,,,,,
ENSG00000286715,,,,,,
ENSG00000268659,,,,,,
ENSG00000228280,,,,,,
ENSG00000265486,RN7SL518P,,,,,
ENSG00000232810,TNF,Tnf,ENSMUSG00000024401,ortholog_one2one,1,100
ENSG00000201954,RNU6-673P,Gm22335,ENSMUSG00000088349,ortholog_one2many,0,
ENSG00000278992,,,,,,
ENSG00000230575,,,,,,
ENSG00000233334,FAM53B-AS1,,,,,
ENSG00000203791,EEF1AKMT2,Eef1akmt2,ENSMUSG00000030960,ortholog_one2one,1,100
ENSG00000200616,Y_RNA,,,,,
ENSG00000229102,PIK3CA-DT,,,,,
ENSG00000121879,PIK3CA,Pik3ca,ENSMUSG00000027665,ortholog_one2one,1,100
ENSG00000225093,RPL3P7,,,,,
ENSG00000289111,,,,,,
ENSG00000238490,Y_RNA,,,,,
ENSG00000289180,,,,,,
ENSG00000225174,OSTM1-AS1,,,,,
ENSG00000258603,,,,,,
ENSG00000112333,NR2E1,Nr2e1,ENSMUSG00000019803,ortholog_one2one,1,100
ENSG00000289598,,,,,,
ENSG00000288302,,,,,,
ENSG00000258892,,,,,,
ENSG00000258485,SRMP2,,,,,
ENSG00000126814,TRMT5,Trmt5,ENSMUSG00000034442,ortholog_one2one,1,100
ENSG00000199466,Y_RNA,,,,,
ENSG00000165660,ABRAXAS2,Abraxas2,ENSMUSG00000030965,ortholog_one2one,1,100
ENSG00000258656,,,,,,
ENSG00000206870,RNU6-398P,,,,,
ENSG00000139974,SLC38A6,Slc38a6,ENSMUSG00000044712,ortholog_one2one,1,75
ENSG00000207494,Y_RNA,,,,,
ENSG00000214807,NPM1P31,,,,,
ENSG00000181915,ADO,Ado,ENSMUSG00000057134,ortholog_one2one,1,100
ENSG00000107796,ACTA2,Acta2,ENSMUSG00000035783,ortholog_one2one,1,100
ENSG00000175130,MARCKSL1,Marcksl1,ENSMUSG00000047945,ortholog_one2one,1,75
ENSG00000233775,,,,,,
ENSG00000162526,TSSK3,Tssk3,ENSMUSG00000000411,ortholog_one2one,1,100
ENSG00000272323,TTC23L-AS1,,,,,
ENSG00000250140,,,,,,
ENSG00000269392,,,,,,
ENSG00000279398,,,,,,
ENSG00000142539,,,,,,
ENSG00000112335,SNX3,Snx3,ENSMUSG00000019804,ortholog_one2one,1,100
ENSG00000241829,RPL21P54,,,,,
ENSG00000113456,RAD1,Rad1,ENSMUSG00000022248,ortholog_one2one,1,100
ENSG00000216285,,,,,,
ENSG00000269404,SPIB,Spib,ENSMUSG00000008193,ortholog_one2one,1,100
ENSG00000168679,SLC16A4,Slc16a4,ENSMUSG00000027896,ortholog_one2one,1,100
ENSG00000188906,LRRK2,Lrrk2,ENSMUSG00000036273,ortholog_one2one,1,100
ENSG00000233511,,,,,,
ENSG00000212525,RNA5SP212,,,,,
ENSG00000286562,,,,,,
ENSG00000230248,,,,,,
ENSG00000206974,RNU6-1144P,Gm55918,ENSMUSG00002074907,ortholog_one2one,0,
ENSG00000238055,RPL36AP24,,,,,
ENSG00000279498,,,,,,
ENSG00000238079,,,,,,
ENSG00000227072,,,,,,
ENSG00000200799,RNU6-770P,,,,,
ENSG00000081087,OSTM1,Ostm1,ENSMUSG00000038280,ortholog_one2one,1,100
ENSG00000107779,BMPR1A,Bmpr1a,ENSMUSG00000021796,ortholog_one2one,1,100
ENSG00000113460,BRIX1,Brix1,ENSMUSG00000022247,ortholog_one2one,1,100
ENSG00000185404,SP140L,,,,,
ENSG00000086967,MYBPC2,Mybpc2,ENSMUSG00000038670,ortholog_one2one,1,100
ENSG00000165688,PMPCA,Pmpca,ENSMUSG00000026926,ortholog_one2one,1,100
ENSG00000168807,SNTB2,Sntb2,ENSMUSG00000041308,ortholog_one2one,1,100
ENSG00000244731,C4A,C4b,ENSMUSG00000073418,ortholog_one2many,1,100
ENSG00000241553,ARPC4,Arpc4,ENSMUSG00000079426,ortholog_one2one,1,100
ENSG00000176953,NFATC2IP,Nfatc2ip,ENSMUSG00000030722,ortholog_one2one,1,100
ENSG00000153044,CENPH,Cenph,ENSMUSG00000045273,ortholog_one2one,1,100
ENSG00000171206,TRIM8,Trim8,ENSMUSG00000025034,ortholog_one2one,1,100
ENSG00000142530,GARIN5A,Garin5a,ENSMUSG00000051113,ortholog_one2one,0,100
ENSG00000289336,,,,,,
ENSG00000256982,,,,,,
ENSG00000072041,SLC6A15,Slc6a15,ENSMUSG00000019894,ortholog_one2one,1,100
ENSG00000260658,,,,,,
ENSG00000134056,MRPS36,Mrps36,ENSMUSG00000061474,ortholog_one2one,1,100
ENSG00000289423,,,,,,
ENSG00000273373,SLC16A4-AS1,,,,,
ENSG00000261241,LINC02128,,,,,
ENSG00000206651,Y_RNA,,,,,
ENSG00000134248,LAMTOR5,Lamtor5,ENSMUSG00000087260,ortholog_one2one,1,100
ENSG00000287701,,,,,,
ENSG00000249856,,,,,,
ENSG00000196390,,,,,,
ENSG00000239517,,,,,,
ENSG00000161671,EMC10,Emc10,ENSMUSG00000008140,ortholog_one2one,1,100
ENSG00000182383,RPL27AP5,,,,,
ENSG00000249157,,,,,,
ENSG00000176928,GCNT4,Gcnt4,ENSMUSG00000091387,ortholog_one2one,1,100
ENSG00000273045,C2orf15,,,,,
ENSG00000145700,ANKRD31,Ankrd31,ENSMUSG00000109561,ortholog_one2one,1,100
ENSG00000163964,PIGX,Pigx,ENSMUSG00000023791,ortholog_one2one,1,100
ENSG00000252777,,,,,,
ENSG00000198492,YTHDF2,Ythdf2,ENSMUSG00000040025,ortholog_one2one,1,100
ENSG00000163328,GPR155,Gpr155,ENSMUSG00000041762,ortholog_one2one,1,100
ENSG00000289119,,,,,,
ENSG00000288935,,,,,,
ENSG00000260834,,,,,,
ENSG00000285863,,,,,,
ENSG00000289171,,,,,,
ENSG00000166710,B2M,B2m,ENSMUSG00000060802,ortholog_one2one,1,100
ENSG00000289023,,,,,,
ENSG00000182107,TMEM30B,Tmem30b,ENSMUSG00000034435,ortholog_one2one,1,100
ENSG00000261399,MAPK8IP3-AS1,,,,,
ENSG00000152359,POC5,Poc5,ENSMUSG00000021671,ortholog_one2one,1,75
ENSG00000272933,TRIM8-DT,,,,,
ENSG00000140945,CDH13,Cdh13,ENSMUSG00000031841,ortholog_one2one,1,100
ENSG00000138175,ARL3,Arl3,ENSMUSG00000025035,ortholog_one2one,1,100
ENSG00000151327,FAM177A1,Fam177a,ENSMUSG00000095595,ortholog_one2many,0,50
ENSG00000151327,FAM177A1,Fam177a2,ENSMUSG00000094103,ortholog_one2many,1,75
ENSG00000233427,,,,,,
ENSG00000199756,Y_RNA,Gm24379,ENSMUSG00000084644,ortholog_one2many,0,
ENSG00000223225,RNU6-1054P,,,,,
ENSG00000225616,,,,,,
ENSG00000248213,CICP16,,,,,
ENSG00000156398,SFXN2,Sfxn2,ENSMUSG00000025036,ortholog_one2one,1,100
ENSG00000251155,SEPTIN14P4,,,,,
ENSG00000206704,Y_RNA,,,,,
ENSG00000277958,Metazoa_SRP,,,,,
ENSG00000281731,METTL14-DT,,,,,
ENSG00000253304,TMEM200B,Tmem200b,ENSMUSG00000070720,ortholog_one2one,1,100
ENSG00000225750,,,,,,
ENSG00000197763,TXNRD3,Txnrd3,ENSMUSG00000000811,ortholog_one2one,1,100
ENSG00000277916,,,,,,
ENSG00000268854,,,,,,
ENSG00000268518,MYREM,,,,,
ENSG00000152467,ZSCAN1,,,,,
ENSG00000116353,MECR,Mecr,ENSMUSG00000028910,ortholog_one2one,1,100
ENSG00000247556,OIP5-AS1,,,,,
ENSG00000129460,NGDN,Ngdn,ENSMUSG00000022204,ortholog_one2one,1,100
ENSG00000145388,METTL14,Mettl14,ENSMUSG00000028114,ortholog_one2one,1,100
ENSG00000268660,LETM1P2,,,,,
ENSG00000270837,HNRNPDLP4,,,,,
