Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSMUSG00000098660,Mir6336,,,,,
ENSMUSG00000119431,Gm57326,SNORA17A,ENSG00000274998,ortholog_one2many,0,
ENSMUSG00000119112,Gm24350,,,,,
ENSMUSG00000049744,Arhgap15,ARHGAP15,ENSG00000075884,ortholog_one2one,1,100
ENSMUSG00000074211,Sdhaf1,SDHAF1,ENSG00000205138,ortholog_one2one,1,100
ENSMUSG00000118440,Gm50483,,,,,
ENSMUSG00000109049,4930479H17Rik,,,,,
ENSMUSG00000036957,Lrfn3,LRFN3,ENSG00000126243,ortholog_one2one,1,100
ENSMUSG00000064982,Gm25259,RNU2-6P,ENSG00000223336,ortholog_one2many,0,
ENSMUSG00000030579,Tyrobp,TYROBP,ENSG00000011600,ortholog_one2one,1,100
ENSMUSG00000064109,Hcst,HCST,ENSG00000126264,ortholog_one2one,1,100
ENSMUSG00002076005,Gm54837,,,,,
ENSMUSG00000036931,Nfkbid,NFKBID,ENSG00000167604,ortholog_one2one,1,100
ENSMUSG00000105950,Gm43679,,,,,
ENSMUSG00000000600,Krit1,KRIT1,ENSG00000001631,ortholog_one2one,1,75
ENSMUSG00000085089,Arhgap15os,,,,,
ENSMUSG00002075923,Gm56474,RNU6-229P,ENSG00000252423,ortholog_one2one,0,
ENSMUSG00000036890,Gtdc1,GTDC1,ENSG00000121964,ortholog_one2one,1,100
ENSMUSG00000109467,Gm30646,,,,,
ENSMUSG00000006651,Aplp1,APLP1,ENSG00000105290,ortholog_one2one,1,100
ENSMUSG00000083849,Gm13477,,,,,
ENSMUSG00000036915,Kirrel2,KIRREL2,ENSG00000126259,ortholog_one2one,1,100
ENSMUSG00000026872,Zeb2,ZEB2,ENSG00000169554,ortholog_one2one,1,100
ENSMUSG00000006649,Nphs1,NPHS1,ENSG00000161270,ortholog_one2one,1,100
ENSMUSG00000040302,Rbm48,RBM48,ENSG00000127993,ortholog_one2one,1,100
ENSMUSG00000107304,Gm43775,,,,,
ENSMUSG00000107390,Gm43323,,,,,
ENSMUSG00000097092,Gm26725,,,,,
ENSMUSG00000093258,Gm22929,,,,,
ENSMUSG00000107014,1700126H18Rik,,,,,
ENSMUSG00000107069,Gm43772,,,,,
ENSMUSG00000084108,Gm15794,,,,,
ENSMUSG00000107125,Gm3822,,,,,
ENSMUSG00000029206,Nsun7,NSUN7,ENSG00000179299,ortholog_one2one,1,100
ENSMUSG00000082304,Gm11198,,,,,
ENSMUSG00000082529,Gm11199,,,,,
ENSMUSG00000091523,AU040972,,,,,
ENSMUSG00000049612,Omg,OMG,ENSG00000126861,ortholog_one2one,1,50
ENSMUSG00000070354,Evi2,,,,,
ENSMUSG00000092679,Mir5129,,,,,
ENSMUSG00000052248,Zeb2os,,,,,
ENSMUSG00000093938,Evi2b,EVI2B,ENSG00000185862,ortholog_one2one,1,100
ENSMUSG00000087009,Nphs1os,,,,,
ENSMUSG00000109509,Rps12-ps4,,,,,
ENSMUSG00000078771,Evi2a,EVI2A,ENSG00000126860,ortholog_one2one,1,100
ENSMUSG00000036892,Prodh2,PRODH2,ENSG00000250799,ortholog_one2one,1,100
ENSMUSG00002074931,Gm56475,,ENSG00000275372,ortholog_one2one,1,
ENSMUSG00002076472,Gm56476,,,,,
ENSMUSG00002076317,Gm56477,,ENSG00000277444,ortholog_one2one,1,
ENSMUSG00000100135,Gm28643,,,,,
ENSMUSG00002076074,Gm56478,,,,,
ENSMUSG00000081830,Gm13475,,,,,
ENSMUSG00000017639,Rab11fip4,RAB11FIP4,ENSG00000131242,ortholog_one2one,1,100
ENSMUSG00000085591,Gm13479,,,,,
ENSMUSG00000083510,Gm13478,,,,,
ENSMUSG00000086202,1700019E08Rik,,,,,
ENSMUSG00000086710,Gm13465,,,,,
ENSMUSG00000086830,Gm13467,,,,,
ENSMUSG00000106818,Gm43790,,,,,
ENSMUSG00000083807,Gm13466,,,,,
ENSMUSG00002076874,Gm56151,,,,,
ENSMUSG00000088868,Gm23072,,,,,
ENSMUSG00000107155,Gm43793,,,,,
ENSMUSG00000082679,Gm13469,,,,,
ENSMUSG00000106910,Gm16273,,,,,
ENSMUSG00000089144,Gm25264,,,,,
ENSMUSG00002075748,Gm56479,,,,,
ENSMUSG00000106732,Gm43792,,,,,
ENSMUSG00000082278,Gm13471,,,,,
ENSMUSG00000106772,Gm43794,,,,,
ENSMUSG00000083966,Gm13482,,,,,
ENSMUSG00000107091,Gm43343,,,,,
ENSMUSG00000080499,Gm25338,,,,,
ENSMUSG00000083866,Gm13472,,,,,
ENSMUSG00000106720,Gm43795,,,,,
ENSMUSG00000082114,Gm13489,,,,,
ENSMUSG00000106706,C530043K16Rik,,,,,
ENSMUSG00000052155,Acvr2a,ACVR2A,ENSG00000121989,ortholog_one2one,1,100
ENSMUSG00000064486,Gm23293,RNU6-219P,ENSG00000201598,ortholog_one2many,0,
ENSMUSG00000087601,Uchl1os,,,,,
ENSMUSG00000087434,Rab11fip4os1,,,,,
ENSMUSG00000088879,Gm25867,RNU6-424P,ENSG00000207095,ortholog_one2one,0,
ENSMUSG00000077574,Gm24887,,,,,
ENSMUSG00000086569,Rab11fip4os2,,,,,
ENSMUSG00000029223,Uchl1,UCHL1,ENSG00000154277,ortholog_one2one,1,100
ENSMUSG00000084969,Gm11205,,,,,
ENSMUSG00000065395,Mir193a,MIR193A,ENSG00000207614,ortholog_one2one,1,
ENSMUSG00000065489,Mir365-2,,,,,
ENSMUSG00000086474,9130204K15Rik,,,,,
ENSMUSG00000062132,Arhgap33os,,,,,
ENSMUSG00000065283,Gm24454,,,,,
ENSMUSG00000018920,Cxcl16,CXCL16,ENSG00000161921,ortholog_one2one,0,100
ENSMUSG00002075283,Gm55574,RNU6-638P,ENSG00000252391,ortholog_one2one,1,
ENSMUSG00000036882,Arhgap33,ARHGAP33,ENSG00000004777,ortholog_one2one,1,100
ENSMUSG00000080810,Gm11737,,,,,
ENSMUSG00000107300,Gm43279,,,,,
ENSMUSG00000107284,Gm43280,,,,,
ENSMUSG00000033909,Usp36,USP36,ENSG00000055483,ortholog_one2one,1,100
ENSMUSG00000121580,,,,,,
ENSMUSG00000026761,Orc4,ORC4,ENSG00000115947,ortholog_one2one,1,100
ENSMUSG00000029718,Pcolce,PCOLCE,ENSG00000106333,ortholog_one2one,1,100
ENSMUSG00000033880,Lgals3bp,LGALS3BP,ENSG00000108679,ortholog_one2one,1,100
ENSMUSG00000089984,Fbxo24,FBXO24,ENSG00000106336,ortholog_one2one,1,100
ENSMUSG00000025575,Cant1,CANT1,ENSG00000171302,ortholog_one2one,1,100
ENSMUSG00000036864,Proser3,PROSER3,ENSG00000167595,ortholog_one2one,1,100
ENSMUSG00000106617,Gm36266,,,,,
ENSMUSG00000081228,Gm16089,,,,,
ENSMUSG00000093445,Lrch4,LRCH4,ENSG00000077454,ortholog_one2one,1,100
ENSMUSG00000017446,C1qtnf1,C1QTNF1,ENSG00000173918,ortholog_one2one,1,100
ENSMUSG00000109102,1700019A23Rik,,,,,
ENSMUSG00000036854,Hspb6,HSPB6,ENSG00000004776,ortholog_one2one,1,100
ENSMUSG00000086514,Gm11747,,,,,
ENSMUSG00000087036,Gm11748,,,,,
ENSMUSG00000106236,Mir9769,,,,,
ENSMUSG00000036792,Mbd5,MBD5,ENSG00000204406,ortholog_one2one,1,100
ENSMUSG00000036845,Lin37,LIN37,ENSG00000267796,ortholog_one2one,1,100
ENSMUSG00000033857,Engase,ENGASE,ENSG00000167280,ortholog_one2one,1,100
ENSMUSG00000036835,Psenen,PSENEN,ENSG00000205155,ortholog_one2one,1,100
ENSMUSG00000078765,U2af1l4,U2AF1L4,ENSG00000161265,ortholog_one2one,1,100
ENSMUSG00000029720,Gm20605,,,,,
ENSMUSG00000017466,Timp2,TIMP2,ENSG00000035862,ortholog_one2one,1,100
ENSMUSG00000080937,Gm13510,,,,,
ENSMUSG00000079165,Sap25,SAP25,ENSG00000205307,ortholog_one2one,0,100
ENSMUSG00000081272,Ap2m1-ps,,,,,
ENSMUSG00000084177,Gm13508,,,,,
ENSMUSG00000077769,Gm25215,,,,,
ENSMUSG00000069495,Epc2,EPC2,ENSG00000135999,ortholog_one2one,1,100
ENSMUSG00000076433,Cep295nl,CEP295NL,ENSG00000178404,ortholog_one2one,0,100
ENSMUSG00000034706,Dnai2,DNAI2,ENSG00000171595,ortholog_one2one,1,100
ENSMUSG00000047182,Irs3,,,,,
ENSMUSG00000029722,Agfg2,AGFG2,ENSG00000106351,ortholog_one2one,1,100
ENSMUSG00000010021,Kif19a,KIF19,ENSG00000196169,ortholog_one2one,1,100
ENSMUSG00000026764,Kif5c,KIF5C,ENSG00000168280,ortholog_one2one,1,100
ENSMUSG00000079163,Gm15498,,,,,
ENSMUSG00000082088,Gm15753,,,,,
ENSMUSG00000045348,Nyap1,NYAP1,ENSG00000166924,ortholog_one2one,1,100
ENSMUSG00000000202,Btbd17,BTBD17,ENSG00000204347,ortholog_one2one,1,100
ENSMUSG00000029725,Ppp1r35,PPP1R35,ENSG00000160813,ortholog_one2one,1,100
ENSMUSG00000034677,Gpr142,GPR142,ENSG00000257008,ortholog_one2one,1,100
ENSMUSG00000029726,Mepce,MEPCE,ENSG00000146834,ortholog_one2one,1,75
ENSMUSG00000051043,Gprc5c,GPRC5C,ENSG00000170412,ortholog_one2one,1,100
ENSMUSG00000037108,Zcwpw1,ZCWPW1,ENSG00000078487,ortholog_one2one,1,50
ENSMUSG00000109378,Gm49396,,,,,
ENSMUSG00000034652,Cd300a,CD300A,ENSG00000167851,ortholog_many2many,0,100
ENSMUSG00000034652,Cd300a,CD300LD,ENSG00000204345,ortholog_many2many,0,0
ENSMUSG00000046245,Pilra,,,,,
ENSMUSG00000036826,Igflr1,IGFLR1,ENSG00000126246,ortholog_one2one,1,100
ENSMUSG00000082879,Gm13525,,,,,
ENSMUSG00000050447,Lypd6,LYPD6,ENSG00000187123,ortholog_one2one,1,100
ENSMUSG00000006307,Kmt2b,KMT2B,ENSG00000272333,ortholog_one2one,1,100
ENSMUSG00000083237,Btf3-ps13,,,,,
ENSMUSG00000063193,Cd300lb,CD300LB,ENSG00000178789,ortholog_one2one,0,75
ENSMUSG00000026766,Mmadhc,MMADHC,ENSG00000168288,ortholog_one2one,1,100
ENSMUSG00000066684,Pilrb1,,,,,
ENSMUSG00000083677,Gm11699,,,,,
ENSMUSG00000058728,Cd300c,CD300C,ENSG00000167850,ortholog_one2many,1,50
ENSMUSG00000034641,Cd300ld,CD300LF,ENSG00000186074,ortholog_one2many,0,0
ENSMUSG00000106478,Gm36551,,,,,
ENSMUSG00000066682,Pilrb2,,,,,
ENSMUSG00000044811,Cd300c2,CD300C,ENSG00000167850,ortholog_one2many,0,25
ENSMUSG00000085862,Gm13483,,,,,
ENSMUSG00000115545,Gm48908,,,,,
ENSMUSG00000082483,Gm13486,,,,,
ENSMUSG00000081457,Gm13488,,,,,
ENSMUSG00000083449,Gm13487,,,,,
ENSMUSG00000085429,Gm13485,,,,,
ENSMUSG00000106155,Gm43495,,,,,
ENSMUSG00000105649,Gm43494,,,,,
ENSMUSG00000082846,Gm13484,,,,,
ENSMUSG00000120510,Gm57266,,,,,
ENSMUSG00000083270,Gm13498,,,,,
ENSMUSG00000106435,Gm3103,,,,,
ENSMUSG00000017144,Rnd3,RND3,ENSG00000115963,ortholog_one2one,1,100
ENSMUSG00000029727,Cyp3a13,CYP3A7,ENSG00000160870,ortholog_many2many,1,25
ENSMUSG00000029727,Cyp3a13,CYP3A4,ENSG00000160868,ortholog_many2many,1,25
ENSMUSG00000029727,Cyp3a13,CYP3A43,ENSG00000021461,ortholog_many2many,1,0
ENSMUSG00000029727,Cyp3a13,CYP3A5,ENSG00000106258,ortholog_many2many,1,25
ENSMUSG00000089753,Cd300ld2,CD300LF,ENSG00000186074,ortholog_one2many,0,50
ENSMUSG00000069609,Cd300ld4,CD300LF,ENSG00000186074,ortholog_one2many,0,50
ENSMUSG00000100496,Gm28639,,,,,
ENSMUSG00000081173,Gm13500,,,,,
ENSMUSG00000089722,Cd300ld5,CD300LF,ENSG00000186074,ortholog_one2many,0,50
ENSMUSG00000086349,Gm13497,,,,,
ENSMUSG00000069607,Cd300ld3,CD300LF,ENSG00000186074,ortholog_one2many,0,50
ENSMUSG00000086523,Gm13499,,,,,
ENSMUSG00000086007,1700057H21Rik,,,,,
ENSMUSG00000089614,Gm23505,,,,,
ENSMUSG00000048498,Cd300e,CD300E,ENSG00000186407,ortholog_one2one,1,75
ENSMUSG00000084334,Gm13494,,,,,
ENSMUSG00000083472,Gm13491,,,,,
ENSMUSG00000056115,Tas2r134,,,,,
ENSMUSG00000098553,Mir3569,,,,,
ENSMUSG00000006310,Zbtb32,ZBTB32,ENSG00000011590,ortholog_one2one,1,100
ENSMUSG00000085014,Gm13490,,,,,
ENSMUSG00000083813,Gm15502,,,,,
ENSMUSG00000045980,Tmem104,TMEM104,ENSG00000109066,ortholog_one2one,1,100
ENSMUSG00000105787,Gm8099,,,,,
ENSMUSG00000081484,Gm13492,,,,,
ENSMUSG00000087701,Gm13493,,,,,
ENSMUSG00000056966,Gjc3,GJC3,ENSG00000176402,ortholog_one2one,1,25
ENSMUSG00000036249,Rbm43,RBM43,ENSG00000184898,ortholog_one2one,1,100
ENSMUSG00000037053,Azgp1,AZGP1,ENSG00000160862,ortholog_one2one,1,0
ENSMUSG00000006313,Upk1a,UPK1A,ENSG00000105668,ortholog_one2one,1,100
ENSMUSG00000063739,Gm4963,,,,,
ENSMUSG00000100543,Gm29127,,,,,
ENSMUSG00000075599,Smok3a,,,,,
ENSMUSG00000036751,Cox6b1,COX6B1,ENSG00000126267,ortholog_one2one,1,100
ENSMUSG00000020734,Grin2c,GRIN2C,ENSG00000161509,ortholog_one2one,1,100
ENSMUSG00000079156,Smok3b,,,,,
ENSMUSG00000030978,Rrm1,RRM1,ENSG00000167325,ortholog_one2one,1,75
ENSMUSG00000080782,Gm13495,,,,,
ENSMUSG00000029723,Spacdr,TSC22D4,ENSG00000166925,ortholog_one2one,1,100
ENSMUSG00000026946,Nmi,NMI,ENSG00000123609,ortholog_one2one,1,100
ENSMUSG00002076450,Gm56352,,,,,
ENSMUSG00000018861,Fdxr,,,,,
ENSMUSG00000109940,Gm45399,,,,,
ENSMUSG00000044814,Or55b3,,,,,
ENSMUSG00000043925,Or55b4,,,,,
ENSMUSG00000044788,Fads6,FADS6,ENSG00000172782,ortholog_one2one,1,75
ENSMUSG00000044824,Or55b10,,,,,
ENSMUSG00000109822,Gm8556,,,,,
ENSMUSG00000121581,,,,,,
ENSMUSG00000109906,Or52b4j-ps1,,,,,
ENSMUSG00000083833,Gm13841,,,,,
ENSMUSG00000073979,Or52b4,OR52B4,ENSG00000221996,ortholog_one2one,1,0
ENSMUSG00000073978,Or52b4i,,,,,
ENSMUSG00000029516,Cit,CIT,ENSG00000122966,ortholog_one2one,1,100
ENSMUSG00000050201,Otop2,OTOP2,ENSG00000183034,ortholog_one2one,1,100
ENSMUSG00000073977,Or52b3,,,,,
ENSMUSG00000030966,Trim21,TRIM21,ENSG00000132109,ortholog_one2one,1,75
ENSMUSG00000053475,Tnfaip6,TNFAIP6,ENSG00000123610,ortholog_one2one,1,100
ENSMUSG00000045288,Ush1g,USH1G,ENSG00000182040,ortholog_one2one,1,100
ENSMUSG00000018862,Otop3,OTOP3,ENSG00000182938,ortholog_one2one,1,75
ENSMUSG00000036202,Rif1,RIF1,ENSG00000080345,ortholog_one2one,1,100
ENSMUSG00000109756,Gm5339,,,,,
ENSMUSG00000073975,Or51r1,,,,,
ENSMUSG00000073974,Or52p2,,,,,
ENSMUSG00000073973,Or52k2,OR52K1,ENSG00000196778,ortholog_one2one,1,50
ENSMUSG00000034586,Hid1,HID1,ENSG00000167861,ortholog_one2one,1,100
ENSMUSG00000073972,Or52m2,,,,,
ENSMUSG00000045824,Or51t4,OR51T1,ENSG00000176900,ortholog_one2one,1,100
ENSMUSG00000066269,Or51a6,,,,,
ENSMUSG00000073962,Or51a7,OR51A7,ENSG00000176895,ortholog_one2one,1,100
ENSMUSG00000043354,Or51g2,OR51G2,ENSG00000176893,ortholog_one2one,1,75
ENSMUSG00000045792,Or51g1,OR51G1,ENSG00000278870,ortholog_one2one,1,50
ENSMUSG00000110033,Or51a3-ps1,,,,,
ENSMUSG00000110143,Or51a41-ps1,,,,,
ENSMUSG00000109845,Or51a44-ps1,,,,,
ENSMUSG00000052785,Or51h7,,,,,
ENSMUSG00000084262,Or51p1,,,,,
ENSMUSG00002075901,Gm56397,,,,,
ENSMUSG00000073945,Or52z13,,,,,
ENSMUSG00000073944,Or52z14,,,,,
ENSMUSG00000045132,Or51v14,OR51V1,ENSG00000176742,ortholog_one2many,0,25
ENSMUSG00000081315,Or51v15-ps1,,,,,
ENSMUSG00000050085,Or52a33,,,,,
ENSMUSG00000099687,Or51b6b,OR51B6,ENSG00000176239,ortholog_one2many,0,0
ENSMUSG00000045780,Or51v8,OR51V1,ENSG00000176742,ortholog_one2many,1,75
ENSMUSG00000073943,Or52z15,,,,,
ENSMUSG00000081038,Or51v16-ps1,,,,,
ENSMUSG00000082077,Or52ae6-ps1,,,,,
ENSMUSG00000094822,Or52a20,,,,,
ENSMUSG00000073901,Or2ag19,OR2AG2,ENSG00000188124,ortholog_one2many,0,0
ENSMUSG00000073900,Or2ag20,OR2AG2,ENSG00000188124,ortholog_one2many,0,0
ENSMUSG00000026950,Neb,NEB,ENSG00000183091,ortholog_one2one,1,100
ENSMUSG00000109058,Or2ag1,OR2AG2,ENSG00000188124,ortholog_one2many,1,100
ENSMUSG00000109354,Or2ag2,OR2AG2,ENSG00000188124,ortholog_one2many,1,100
ENSMUSG00000069390,Or2d3,,,,,
ENSMUSG00000050910,Cdr2l,CDR2L,ENSG00000109089,ortholog_one2one,1,100
ENSMUSG00000073899,Or2d3b,,,,,
ENSMUSG00000085072,Ict1os,,,,,
ENSMUSG00000062553,Or2d3c,,,,,
ENSMUSG00000020732,Rab37,RAB37,ENSG00000172794,ortholog_one2one,1,50
ENSMUSG00000045581,Or2d4,,,,,
ENSMUSG00000108933,Gm44582,,,,,
ENSMUSG00000036647,Or6b9,,,,,
ENSMUSG00000045013,Or6b6,,,,,
ENSMUSG00000109246,Or6i1-ps1,,,,,
ENSMUSG00000070417,Or6a2,OR6A2,ENSG00000184933,ortholog_one2one,1,100
ENSMUSG00000073898,Or10a5,OR10A5,ENSG00000166363,ortholog_many2many,1,100
ENSMUSG00000073898,Or10a5,OR10A2,ENSG00000170790,ortholog_many2many,1,100
ENSMUSG00000020871,Dlx4,DLX4,ENSG00000108813,ortholog_one2one,1,100
ENSMUSG00000108862,Gm17991,,,,,
ENSMUSG00000080891,Or51l1-ps1,OR51L1,ENSG00000176798,ortholog_one2one,1,25
ENSMUSG00000083465,Gm11652,,,,,
ENSMUSG00000081270,Gm11653,,,,,
ENSMUSG00000073920,Or56b2,OR56B2P,ENSG00000181017,ortholog_one2many,1,50
ENSMUSG00000019590,Cyb561,CYB561,ENSG00000008283,ortholog_one2one,1,100
ENSMUSG00000109821,Gm6593,,,,,
ENSMUSG00000109832,Or52n21-ps1,,,,,
ENSMUSG00000109806,Or56b2j,OR56B2P,ENSG00000181017,ortholog_one2many,1,50
ENSMUSG00000051885,Or52n1,OR52N1,ENSG00000181001,ortholog_one2one,1,25
ENSMUSG00000086229,Gm4887,,,,,
ENSMUSG00000062369,Usp17lb,,,,,
ENSMUSG00000121383,Zfp264,,,,,
ENSMUSG00000056696,Or5bw2,,,,,
ENSMUSG00000108113,Zim2,,,,,
ENSMUSG00000002266,Zim1,,,,,
ENSMUSG00000103469,Gm9910,,,,,
ENSMUSG00000085297,Gm11651,,,,,
ENSMUSG00000002265,Peg3,PEG3,ENSG00000198300,ortholog_one2one,1,75
ENSMUSG00000020681,Ace,ACE,ENSG00000159640,ortholog_one2one,1,100
ENSMUSG00000051527,Usp29,,,,,
ENSMUSG00002075352,Gm56178,,,,,
ENSMUSG00000109131,Gm44862,,,,,
ENSMUSG00000109416,Gm44863,,,,,
ENSMUSG00000092815,Mir3099,,,,,
ENSMUSG00000109430,Gm44585,,,,,
ENSMUSG00000109456,Gm44584,,,,,
ENSMUSG00000092875,Gm22649,RN7SL683P,ENSG00000242330,ortholog_one2many,0,
ENSMUSG00000092875,Gm22649,RN7SL399P,ENSG00000239542,ortholog_one2many,0,
ENSMUSG00000092875,Gm22649,Metazoa_SRP,ENSG00000276396,ortholog_one2many,0,
ENSMUSG00000109082,Gm44586,,,,,
ENSMUSG00000109094,Gm44587,,,,,
ENSMUSG00000109176,Zfp264,,,,,
ENSMUSG00000121210,Gm57244,,,,,
ENSMUSG00000121047,Gm57221,,,,,
ENSMUSG00000120054,Gm57214,,,,,
ENSMUSG00000009248,Ascl2,ASCL2,ENSG00000183734,ortholog_one2one,1,100
ENSMUSG00000101605,Ace3,,,,,
ENSMUSG00000052281,Tspan32os,,,,,
ENSMUSG00000000244,Tspan32,TSPAN32,ENSG00000064201,ortholog_one2one,1,100
ENSMUSG00000106869,Gm42473,,,,,
ENSMUSG00000107263,Gm42471,,,,,
ENSMUSG00000001901,Kcnh6,KCNH6,ENSG00000173826,ortholog_one2one,1,100
ENSMUSG00000120953,Gm36185,,,,,
ENSMUSG00000085376,Gm14508,,,,,
ENSMUSG00000029513,Prkab1,PRKAB1,ENSG00000111725,ortholog_one2one,1,100
ENSMUSG00000049354,Dcaf7,DCAF7,ENSG00000136485,ortholog_one2one,1,100
ENSMUSG00000084992,Gm13842,,,,,
ENSMUSG00000085033,Gm11646,,,,,
ENSMUSG00000085255,Taco1os,,,,,
ENSMUSG00000079278,Tmem233,TMEM233,ENSG00000224982,ortholog_one2one,1,100
ENSMUSG00000001983,Taco1,TACO1,ENSG00000136463,ortholog_one2one,1,100
ENSMUSG00000086655,C330018A13Rik,,,,,
ENSMUSG00000120843,Gm57364,,,,,
ENSMUSG00000106978,N4bp2os,,,,,
ENSMUSG00000020700,Map3k3,MAP3K3,ENSG00000198909,ortholog_one2one,1,75
ENSMUSG00000037795,N4bp2,N4BP2,ENSG00000078177,ortholog_one2one,1,100
ENSMUSG00000085229,Gm11672,,,,,
ENSMUSG00000121066,Gm57402,,,,,
ENSMUSG00000040699,Limd2,LIMD2,ENSG00000136490,ortholog_one2one,1,100
ENSMUSG00002075472,Gm56481,,,,,
ENSMUSG00000081158,Gm13521,,,,,
ENSMUSG00000086447,Gm13522,,,,,
ENSMUSG00000075480,Gm10840,,,,,
ENSMUSG00000069631,Strada,STRADA,ENSG00000266173,ortholog_one2one,1,100
ENSMUSG00002076604,Gm56128,SNORA73,ENSG00000253090,ortholog_one2one,0,
ENSMUSG00000059277,R74862,,,,,
ENSMUSG00000106682,Gm42648,,,,,
ENSMUSG00000036093,Arl5a,ARL5A,ENSG00000162980,ortholog_one2one,1,100
ENSMUSG00000106713,Gm42645,,,,,
ENSMUSG00000106776,Gm42646,,,,,
ENSMUSG00000106681,Gm43004,,,,,
ENSMUSG00000029204,Rhoh,RHOH,ENSG00000168421,ortholog_one2one,1,100
ENSMUSG00000037706,Cd81,CD81,ENSG00000110651,ortholog_one2one,1,75
ENSMUSG00000120171,Gm32474,,,,,
ENSMUSG00000120641,Gm57277,,,,,
ENSMUSG00000082132,Gm13541,,,,,
ENSMUSG00000025201,Bloc1s2-ps,,,,,
ENSMUSG00000107254,Gm43769,,,,,
ENSMUSG00000120547,Gm57267,,,,,
ENSMUSG00000055371,Stam2,STAM2,ENSG00000115145,ortholog_one2one,1,100
ENSMUSG00000029205,Chrna9,CHRNA9,ENSG00000174343,ortholog_one2one,1,100
ENSMUSG00000106768,4930480C01Rik,,,,,
ENSMUSG00000009246,Trpm5,TRPM5,ENSG00000070985,ortholog_one2one,1,100
ENSMUSG00000107049,Gm43771,,,,,
ENSMUSG00000054598,9130230L23Rik,,,,,
ENSMUSG00002076211,Gm56222,,,,,
ENSMUSG00000078622,Ccdc47,CCDC47,ENSG00000108588,ortholog_one2one,1,75
ENSMUSG00002076702,Gm56135,,,,,
ENSMUSG00000029607,Ankrd61,ANKRD61,ENSG00000157999,ortholog_one2one,1,100
ENSMUSG00000029610,Aimp2,AIMP2,ENSG00000106305,ortholog_one2one,1,75
ENSMUSG00000079109,Pms2,PMS2,ENSG00000122512,ortholog_one2one,1,100
ENSMUSG00000085815,Gm13548,,,,,
ENSMUSG00000020705,Ddx42,DDX42,ENSG00000198231,ortholog_one2one,1,100
ENSMUSG00000061136,Prpf40a,PRPF40A,ENSG00000196504,ortholog_one2one,1,100
ENSMUSG00000020706,Ftsj3,FTSJ3,ENSG00000108592,ortholog_one2one,1,100
ENSMUSG00000045752,Tssc4,TSSC4,ENSG00000184281,ortholog_one2one,1,100
ENSMUSG00000020708,Psmc5,PSMC5,ENSG00000087191,ortholog_one2one,1,100
ENSMUSG00000009545,Kcnq1,KCNQ1,ENSG00000053918,ortholog_one2one,1,75
ENSMUSG00000065162,Gm23645,,,,,
ENSMUSG00000078619,Smarcd2,SMARCD2,ENSG00000108604,ortholog_one2one,1,100
ENSMUSG00000091351,Gm17135,,,,,
ENSMUSG00000104633,Gm42421,,,,,
ENSMUSG00000075569,Rsph10b,RSPH10B2,ENSG00000169402,ortholog_one2many,1,25
ENSMUSG00000075569,Rsph10b,RSPH10B,ENSG00000155026,ortholog_one2many,1,100
ENSMUSG00000026960,Arl6ip6,ARL6IP6,ENSG00000177917,ortholog_one2one,1,100
ENSMUSG00000102980,Gm38321,,,,,
ENSMUSG00000102333,Gm37235,,,,,
ENSMUSG00000101062,Gm28821,,,,,
ENSMUSG00000088928,Gm25898,RNU6-381P,ENSG00000212561,ortholog_one2one,0,
ENSMUSG00000029617,Ccz1,CCZ1B,ENSG00000146574,ortholog_one2many,1,0
ENSMUSG00000029617,Ccz1,CCZ1,ENSG00000122674,ortholog_one2many,1,75
ENSMUSG00000101609,Kcnq1ot1,,,,,
ENSMUSG00000082472,Gm13501,,,,,
ENSMUSG00000080716,Gm13503,,,,,
ENSMUSG00000083287,Idi1-ps1,,,,,
ENSMUSG00000088628,Gm23315,,ENSG00000252049,ortholog_one2one,0,
ENSMUSG00000075334,Rprm,RPRM,ENSG00000177519,ortholog_one2one,1,100
ENSMUSG00000064596,Gm22298,,ENSG00000207177,ortholog_one2many,0,
ENSMUSG00000064596,Gm22298,,ENSG00000201516,ortholog_one2many,0,
ENSMUSG00000082096,Gm13505,,,,,
ENSMUSG00000080742,Gm14035,,,,,
ENSMUSG00000083684,Gm14034,,,,,
ENSMUSG00002074922,Gm56428,,,,,
ENSMUSG00002076721,Gm56429,,,,,
ENSMUSG00000060988,Galnt13,GALNT13,ENSG00000144278,ortholog_one2one,1,100
ENSMUSG00002076158,Gm56430,,,,,
ENSMUSG00002075855,Gm56431,,,,,
ENSMUSG00000104012,Gm37364,,,,,
ENSMUSG00000101360,4933417O13Rik,,,,,
ENSMUSG00000020712,Tcam1,,,,,
ENSMUSG00000103791,Gm38095,,,,,
ENSMUSG00000104485,Gm38065,,,,,
ENSMUSG00002075423,Gm56432,,,,,
ENSMUSG00000037664,Cdkn1c,CDKN1C,ENSG00000129757,ortholog_one2one,1,100
ENSMUSG00000119602,Gm24311,,,,,
ENSMUSG00000029618,Ocm,OCM2,ENSG00000135175,ortholog_one2many,1,50
ENSMUSG00000029618,Ocm,OCM,ENSG00000122543,ortholog_one2many,1,50
ENSMUSG00000020713,Gh,CSH1,ENSG00000136488,ortholog_one2many,1,100
ENSMUSG00000020713,Gh,GH1,ENSG00000259384,ortholog_one2many,1,100
ENSMUSG00000020713,Gh,CSHL1,ENSG00000204414,ortholog_one2many,1,100
